,tweet_id,tweet_url,username,is_retweet,is_pinned,time,ts,text,replies,retweets,likes
0,1148634690032721920,/DougKass/status/1148634690032721920#m,DougKass,0.0,0.0,2019-07-09 04:47:00+00:00,1562647620000.0,For sanity purposes I am leaving $TWTR for the balance of the week. PS @terranovajoe just spoke the truth about machines. No one is listening - until we have a serious flash crash which is likely as everyone gets on the same side of boat. Enjoy the week - invest and trade well.,10.0,3.0,53.0
1,1148633826484248576,/DougKass/status/1148633826484248576#m,DougKass,0.0,0.0,2019-07-09 04:43:00+00:00,1562647380000.0,"Classic ""Group Stink"" $FB hated late in 2018 is now loved. ""Price has a way of changing sentiment."" - The Divine Ms M (@hmeisler) Here was my $200 $FB Surprise written in 11/2018. realinvestmentadvice.com/kas… @cnbcfastmoney @tomkeene",0.0,0.0,9.0
2,1148628683458076674,/DougKass/status/1148628683458076674#m,DougKass,0.0,0.0,2019-07-09 04:23:00+00:00,1562646180000.0,"@cnbcfastmoney We are already in an ""earnings recession."" 1Q2019 pretax national accounts (ex IVA and CCA) were flat sequentially. @ScottWapnerCNBC",2.0,0.0,5.0
3,1148628684405989376,/DougKass/status/1148628684405989376#m,DougKass,0.0,0.0,2019-07-09 04:23:00+00:00,1562646180000.0,In fact pretax national accounts (ex IVA and CCA) are flat with 2012. The NY Fed recession odds ar 33% vs 13% a year ago and only 2% four years ago.,0.0,1.0,8.0
4,1148622560659218433,/DougKass/status/1148622560659218433#m,DougKass,0.0,0.0,2019-07-09 03:58:00+00:00,1562644680000.0,Christine Pelosi @sfpelosi This Epstein case is horrific and the young women deserve justice. It is quite likely that some of our faves are implicated but we must follow the facts and let the chips fall where they may - whether on Republicans or Democrats.,1.0,0.0,12.0
5,1148604787308580865,/DougKass/status/1148604787308580865#m,DougKass,0.0,0.0,2019-07-09 02:48:00+00:00,1562640480000.0,Why I took a speculative investment position in $DB on @realmoney realmoney.thestreet.com/doug… @jimcramer @tomkeene @SquawkCNBC @CNBCFastMoney @michaelsantoli @lizclaman,2.0,0.0,4.0
6,1148600402318909441,/DougKass/status/1148600402318909441#m,DougKass,0.0,0.0,2019-07-09 02:30:00+00:00,1562639400000.0,RIP Ross Perot,0.0,0.0,33.0
7,1148593119153274883,/DougKass/status/1148593119153274883#m,DougKass,0.0,0.0,2019-07-09 02:01:00+00:00,1562637660000.0,$MMM Stumbles Badly - Price is Not Truth (Part Deux) On @realmoney realmoney.thestreet.com/ @jimcramer @tomkeene @SquawkCNBC @cnbcfastmoney I continue to avoid $MMM,0.0,2.0,4.0
8,1148565390466985984,/DougKass/status/1148565390466985984#m,DougKass,0.0,0.0,2019-07-09 12:11:00+00:00,1562674260000.0,That response by Conway begs the question as to the nature of his relationship with Epstein back 10-15 years ago.,1.0,1.0,13.0
9,1148562106595385344,/DougKass/status/1148562106595385344#m,DougKass,0.0,0.0,2019-07-09 11:58:00+00:00,1562673480000.0,@michaelsantoli @SquawkCNBC Kelly Evans should ask Sir Larry Kudlow how long he intends to stay in his current role...,0.0,0.0,3.0
10,1148560879832698880,/DougKass/status/1148560879832698880#m,DougKass,0.0,0.0,2019-07-09 11:53:00+00:00,1562673180000.0,Voodoo economics. @SquawkCNBC,1.0,0.0,6.0
11,1148560711813144576,/DougKass/status/1148560711813144576#m,DougKass,0.0,0.0,2019-07-09 11:53:00+00:00,1562673180000.0,This is only because interest rates are artificially low. Normalization of rates is inevitable and with it will come rising service costs and defaults.,6.0,7.0,20.0
12,1148558791144853504,/DougKass/status/1148558791144853504#m,DougKass,0.0,0.0,2019-07-09 11:45:00+00:00,1562672700000.0,"Ludacris Forecast: Director of National Economic Council Sir Larry Kudlow will leave the Administration by October 15, 2019. Bookmark this one. @jimcramer @tomkeene @squawkbox @cnbcfastmoney @michaelsantoli @lizclaman @msnbc @ARIMELBER @morningmika @steverattner @pimmfox",10.0,1.0,25.0
13,1148556073684623360,/DougKass/status/1148556073684623360#m,DougKass,0.0,0.0,2019-07-09 11:34:00+00:00,1562672040000.0,Yes Christine Pelosi. @bret_jensen,1.0,0.0,2.0
14,1148555484347142145,/DougKass/status/1148555484347142145#m,DougKass,0.0,0.0,2019-07-09 11:32:00+00:00,1562671920000.0,Yes Christine Pelosi,0.0,0.0,1.0
15,1148553529310793728,/DougKass/status/1148553529310793728#m,DougKass,0.0,0.0,2019-07-09 11:24:00+00:00,1562671440000.0,"""This Epstein case is horrific and the young women deserve justice... It is quite likely that some of our faves are implicated but we must follow the facts and let the chips fall where they may - whether on Republicans or Democrats."" - Pelosi",5.0,0.0,12.0
16,1148552852677070853,/DougKass/status/1148552852677070853#m,DougKass,0.0,0.0,2019-07-09 11:21:00+00:00,1562671260000.0,Actually Pelosi said that the investigation into Epstein should be taken regardless of the road it takes. (You are quoting Fox news and not Pelosi directly - read up on this more carefully),1.0,2.0,18.0
17,1148540421225799681,/DougKass/status/1148540421225799681#m,DougKass,0.0,0.0,2019-07-09 10:32:00+00:00,1562668320000.0,"Everyone 'knows' Jeff Epstein - but do they really know him? As an example, not one person seems to understand how Jeff Epstein made all his money. From a teacher at The Dalton School, to a limited role at Bear Stearns, to a benefactor at Harvard.... Inquiring minds want to know.",16.0,6.0,93.0
18,1148540423280975872,/DougKass/status/1148540423280975872#m,DougKass,0.0,0.0,2019-07-09 10:32:00+00:00,1562668320000.0,@JoyAnnReid @AriMelber @morningmika @morning_joe @steverattner @msnbc @jimcramer @tomkeene en.wikipedia.org/wiki/Jeffre…,0.0,1.0,1.0
19,1148537320695631873,/DougKass/status/1148537320695631873#m,DougKass,0.0,0.0,2019-07-09 10:20:00+00:00,1562667600000.0,"@SquawkCNBC No one is saying we are in an economic recession now. Some, like myself, however are saying that we are in an earnings recession now. There is a distinction between the two statements. @michaelsantoli",0.0,0.0,5.0
20,1148532388881936384,/DougKass/status/1148532388881936384#m,DougKass,0.0,0.0,2019-07-09 10:00:00+00:00,1562666400000.0,"This morning on @realmoney * Why I finally bought volatility $VXX on Monday (yesterday) * The negative 'tell' of treasuries, transports and trucks * A flat, networked and interconnected world (h/t @DiMartinoBooth ) * Deutsche Bank's downsizing @jimcramer @tomkeene @lizclaman",3.0,5.0,25.0
21,1148532389771141120,/DougKass/status/1148532389771141120#m,DougKass,0.0,0.0,2019-07-09 10:00:00+00:00,1562666400000.0,@SquawkCNBC @cnbcfastmoney @thedomino @michaelsantoli @RiskReversal @saraeisen @andrewrsorkin @beckyquick @pimmfox @Sarge986 @GuyAdami @terranovajoe,0.0,0.0,0.0
22,1148522510700503040,/DougKass/status/1148522510700503040#m,DougKass,0.0,0.0,2019-07-09 09:21:00+00:00,1562664060000.0,"Yesterday's Trade of the Week on @realmoney was to buy volatility $VXX under $24. This morning, $VXX is bid +$0.70 to $25 in premarket trading reflecting the drop in futures. @jimcramer @tomkeene @SquawkCNBC @cnbcfastmoney @lizclaman realmoney.thestreet.com/doug…",0.0,1.0,8.0
